id,Instance_number,-0.361G2-0.35G3-0.347G1-0.288Medu+0.285failures...,0.393Dalc+0.384Walc+0.325sex_M-0.249studytime+0.225goout...,'0.374G2+0.37,-0.457Fjob_other+0.418Fjob_services-0.306guardian_mother+0.294guardian_other+0.236Mjob_services...,0.382guardian_other+0.329absences+0.279age+0.242paid_yes+0.225romantic_yes...,-0.473address_U+0.374school_MS+0.326traveltime-0.303reason_home+0.215Mjob_teacher...,'0.38,0.345freetime+0.297famrel+0.291activities_yes-0.276guardian_mother+0.262guardian_other...,-0.4Pstatus_T-0.366paid_yes+0.318reason_reputation-0.3reason_home+0.283absences...,'0.469Mjob_health+0.398Fjob_health+0.35,'0.4,-0.417Mjob_services+0.357Mjob_other+0.318Fjob_services-0.315health-0.279famsup_yes...,'-0.477famsize_LE3+0.347reason_other-0.309Fjob_health-0.261traveltime+0.24,-0.422famrel-0.274freetime+0.269Pstatus_T-0.254school_MS-0.239goout...,'0.49,0.372Mjob_teacher-0.344Mjob_health-0.328goout+0.299Fjob_health-0.282higher_yes...,0.395activities_yes+0.384romantic_yes+0.301famsize_LE3+0.257reason_other-0.248famrel...,0.509nursery_yes-0.353activities_yes-0.346higher_yes+0.298famsup_yes-0.256reason_other...,'-0.388studytime+0.35,'-0.349Fjob_health-0.329schoolsup_yes-0.321reason_home+0.27,'-0.54nursery_yes+0.29,0.542Pstatus_T+0.345famsize_LE3+0.285famrel-0.269freetime+0.227address_U...,'0.475freetime+0.33,-0.331Fjob_health+0.328health-0.29romantic_yes-0.262school_MS-0.258sex_M...,0.412traveltime-0.319Fjob_teacher-0.314famsize_LE3-0.242age-0.239paid_yes...,-0.442schoolsup_yes-0.34studytime+0.309Fjob_teacher+0.303higher_yes-0.268Medu...,0.384romantic_yes-0.373famsup_yes+0.333higher_yes+0.301failures-0.234activities_yes...,'0.361paid_yes+0.345address_U+0.315health-0.273famsize_LE3+0.27,-0.621failures-0.244Mjob_other+0.241freetime+0.227sex_M-0.219Fedu...,-0.372address_U-0.362studytime-0.334Medu-0.274school_MS-0.27sex_M...,-0.431famsup_yes+0.374paid_yes-0.329age+0.277freetime-0.259sex_M...,0.488sex_M-0.446Dalc+0.438goout-0.242activities_yes-0.229address_U...,0.468guardian_mother+0.362guardian_other-0.295school_MS-0.243Mjob_teacher+0.223Fedu...,yes,Cluster
127,126,-0.535905,-2.2741,-0.714041,-1.300939,0.165299,-1.413791,-2.11511,-1.273469,1.610797,-0.850677,0.394599,1.42043,-0.672832,-2.624153,0.698332,-0.717593,1.401579,-1.563178,1.262278,-0.25234,0.825781,-0.734571,-0.741994,-1.456043,-0.768659,-1.32051,0.720278,-0.068469,-0.420454,0.805948,0.302873,-0.994992,0.080923,1,cluster0
128,127,4.68584,-1.310283,1.189325,2.57706,0.53903,-1.78769,-0.552507,1.86733,0.988571,1.707584,-1.298193,-1.617065,0.679679,2.08568,-2.362184,2.329497,0.265045,0.709782,-1.000225,-0.67749,0.897831,-0.967361,0.257746,1.171152,-1.00752,-0.968109,-1.268231,0.970435,-0.801209,0.92544,0.495808,-0.652743,0.284946,0,cluster5
129,128,2.783575,-0.737941,-1.697878,-0.195901,-1.354997,0.5123,1.320686,1.014206,1.684415,-0.469249,-0.716086,-1.061546,-0.547105,2.018636,-0.925528,-0.900019,-0.601822,-0.275203,-0.096189,0.141854,-1.855664,-1.106243,0.606634,-0.705899,-1.012693,1.008629,0.371791,-0.73994,-0.374332,0.339047,-0.85328,0.408572,-0.207694,1,cluster0
130,129,-3.278729,4.584357,0.062664,-1.993541,-0.156497,1.415265,-0.954211,1.434708,0.399442,-0.092256,1.017643,0.344799,1.168168,0.608855,-0.232701,-0.257763,-0.003136,0.192285,-1.408967,-1.442011,-0.425672,-0.45756,0.702396,1.256903,-0.663883,1.281977,0.936594,0.712393,0.314905,1.808021,1.339984,0.739698,-0.100926,1,cluster4
131,130,1.220028,-0.368035,-3.186586,2.060504,-1.175601,1.149453,-1.620423,0.945637,1.546149,1.060706,1.825638,-2.213502,0.015189,0.537364,0.564014,-1.668427,-0.116375,1.533133,-1.635467,1.027262,-0.363357,0.386207,-1.182873,0.60197,-0.191437,0.045415,1.503557,-2.26042,-0.525007,0.040128,1.066645,-0.561445,-0.685998,1,cluster4
132,131,3.219589,-1.955931,-1.469005,-1.0179,-1.532182,0.448237,0.116012,0.597669,-0.377552,0.425714,-0.259107,-0.767232,-0.201445,1.027995,0.299272,-0.737289,1.33839,-1.130886,-0.300196,0.974779,2.334749,1.086235,-0.73764,-0.223202,1.785815,1.012986,0.151979,0.334084,0.736353,0.485618,-0.915281,-0.657584,-0.158015,1,cluster0
133,132,0.830246,-0.289518,0.892767,-0.929485,1.335051,-0.918968,-0.347993,-0.48293,0.574748,0.95828,-0.249775,0.297081,-0.064467,-0.396103,0.372003,-0.201758,0.968317,0.854751,-0.781772,1.508673,0.104363,1.248916,1.851557,0.589875,0.719769,0.091416,-1.242918,-0.311607,-0.619348,1.291866,-0.027194,0.623257,-0.802043,1,cluster1
134,133,-0.723383,-0.039046,0.248333,0.087582,0.164076,-1.319605,-1.206526,-1.771953,2.32607,0.598625,0.980389,-1.085905,-0.426634,0.839774,-0.166097,-0.604141,-1.900713,-1.366519,0.603726,1.940408,-1.336847,-0.563417,-0.141481,0.567186,1.433589,-0.664474,-0.761025,0.587932,0.454915,1.2694,0.814744,-1.066221,-1.059973,1,cluster0
135,134,1.256058,-0.135355,-3.117743,-0.422753,-2.045126,2.486794,-2.271805,1.896723,1.076107,0.819583,1.130561,-1.933957,-0.601799,-0.405245,1.202755,-1.477089,0.107298,2.073915,0.172921,0.456862,1.345859,1.298647,-1.600003,0.265548,0.921961,0.930153,1.168273,-1.165198,1.192305,-0.193403,-0.070414,0.922508,0.984995,0,cluster4
136,135,-0.095781,-1.300422,-3.595238,0.896146,-1.155912,-0.226862,-0.126137,0.728921,0.366036,-0.555277,-1.001452,-1.033248,0.275176,-0.032693,1.293573,-1.548267,0.313473,-0.421702,-1.194738,1.346751,-0.308836,0.036767,-0.293738,-0.600226,0.970598,-0.67378,-0.488492,-0.887017,0.024072,-0.061229,-0.153918,-0.402316,0.599645,1,cluster2
137,136,2.772746,1.230089,-1.599198,-2.268601,-0.848946,1.383107,0.434019,1.409969,0.019444,-0.126101,-0.035901,-0.961405,-0.73092,-0.954009,0.517469,-1.436484,-1.695829,0.42756,0.20573,-0.288319,-0.465379,0.543352,-1.33232,0.722236,1.500527,-0.852204,0.413267,-0.778123,0.865847,0.737628,0.406845,0.547927,1.148611,0,cluster0
138,137,3.958561,-2.117051,-2.054923,0.961894,1.675283,-1.025907,-1.679665,2.274515,1.545472,1.228677,0.604091,-0.797909,-0.878318,0.013232,-0.001398,-0.309914,0.487702,-2.081059,0.809338,2.547587,1.5274,-1.736824,-1.183064,-0.196661,0.573887,0.489608,0.017673,0.886266,-1.405649,0.392687,-0.063142,-0.455244,0.540834,1,cluster0
139,138,0.688813,0.600973,1.71659,-0.833416,-1.154973,-1.857365,0.833661,-0.659215,1.183853,-0.338529,-1.588965,-1.281535,-0.492107,-0.354195,0.185502,-0.481633,0.826025,0.467105,-1.883956,0.562761,-0.11392,0.462034,0.57698,0.290105,0.441775,-0.286982,1.40415,-0.410341,-0.151545,0.328067,-0.122729,1.143958,-0.572851,0,cluster1
140,139,-3.650154,1.029189,-0.363857,-0.490976,-2.102407,0.756722,-3.084967,1.742207,0.8833,0.341096,0.346806,-0.305575,0.11719,0.379267,-0.290383,-0.319214,0.120323,-0.193339,-0.669129,-0.307934,0.263864,0.836524,-0.076077,1.738108,0.493755,1.13115,0.662164,1.176324,-0.646445,0.408752,0.47802,-1.425287,0.370728,1,cluster4
141,140,-0.562686,-1.183277,-3.203734,1.338475,-1.614548,0.630692,-1.47905,0.058675,-0.998281,-0.035604,1.514757,1.458404,-1.373346,0.54257,-1.63459,0.681504,0.707119,0.394984,-0.147802,0.306712,-0.298309,-1.027425,-0.369764,1.345209,1.311604,-2.93361,-0.357637,-0.216251,0.619755,-1.464078,-0.692887,1.523185,-0.463435,1,cluster0
142,141,1.058349,1.063054,-0.529927,1.830359,-1.18523,-0.753143,1.404418,-0.480976,1.635281,-0.501338,0.896063,1.315059,-1.601268,1.730139,-2.139704,-0.59028,1.391305,0.546984,0.270589,0.862167,-0.671432,-0.13885,0.513449,-0.427181,0.270559,1.475748,-0.4541,-0.735803,-0.82454,-0.907019,-0.268568,0.288127,-0.554378,1,cluster0
143,142,-2.613406,-0.548377,-2.450798,0.961723,-1.178477,0.737962,-0.683495,0.280225,-1.802602,-1.150759,-0.439899,0.332423,-0.513803,0.666533,0.380391,1.081753,-0.509052,-0.328662,-0.018982,0.910771,0.213171,-0.583231,-0.263338,1.088901,0.189126,-0.401137,-0.574584,0.785142,-1.204704,0.047604,0.228989,-0.282238,0.175662,1,cluster2
144,143,0.096493,1.062513,1.884048,-0.799959,-0.812325,-0.663949,0.404524,-1.970201,0.121213,-0.033194,-0.27024,1.273072,0.224757,-0.879083,-2.186102,-0.169665,0.623799,0.131672,-1.215689,-0.479809,0.377404,0.419352,0.915803,0.875868,0.717282,0.79199,0.496641,-1.065223,0.363442,1.500545,-0.40095,-0.865745,0.381184,1,cluster1
145,144,4.662721,-0.810566,-2.030605,-1.732658,-0.102645,-2.37326,-0.638142,1.082209,-0.648386,-0.204824,-1.281412,-0.825214,-0.132312,-0.460092,-0.374458,-0.480019,-1.138899,1.244277,0.016952,-0.572755,-0.212595,-0.665359,0.456947,0.019588,-0.564145,1.513858,0.734775,-0.561114,-1.607449,-0.987857,-0.522982,0.645764,-0.604139,1,cluster1
146,145,0.408711,-1.441536,0.191942,0.904249,-1.238533,-1.182091,0.27973,-0.168335,-2.168595,0.544463,0.845322,0.459598,0.118109,-0.683722,-0.003372,1.056514,-0.134172,1.66814,0.105655,1.82249,0.342701,-0.680245,1.093549,0.927754,0.324466,1.030471,-0.482167,0.281402,0.255587,0.602669,0.719866,0.012667,-0.39906,1,cluster2
147,146,1.556867,-1.190693,-2.547931,2.376617,-0.409317,-1.953145,-0.850976,-0.474669,-1.581594,1.878259,-1.016619,0.574807,-1.315754,1.446013,-1.705224,-1.885578,-0.290093,0.976797,1.228249,-0.233657,0.640642,-1.552107,0.596081,1.029801,-0.340006,0.329972,0.790099,-1.630638,-1.003715,-1.138254,0.883739,-0.780721,-0.782993,1,cluster0
148,147,-0.11692,-2.193551,0.340212,-0.742847,-0.972733,-0.565938,0.262222,-0.229811,-1.416226,0.6609,0.07947,-1.600616,0.703924,0.844784,-0.541914,1.10717,-0.590202,-0.663846,-0.606307,1.043469,1.409269,0.297237,0.463195,0.335222,-0.021061,0.299282,-0.057227,0.350502,0.110967,0.588654,0.336043,-0.055353,-0.027061,1,cluster1
149,148,0.489798,1.558175,-3.876575,-0.14526,-1.573223,0.774561,-4.206272,1.124888,1.440585,1.241541,-1.484938,-0.341408,0.958086,1.47617,-0.844693,1.467368,0.318752,2.126574,-1.124898,1.013948,0.257154,0.56799,-0.377342,-0.425401,-0.752002,-1.063292,-0.410118,0.448518,1.229248,0.422556,-0.043128,-0.619487,0.41934,1,cluster5
150,149,3.193681,2.564943,0.297652,-2.182289,-1.052572,-1.615041,1.4432,-1.09942,2.833307,-0.214571,0.424538,-1.974428,-2.11351,-1.057691,-1.259731,-1.233539,0.266791,0.698028,-0.173694,0.078977,1.560729,-1.361635,-1.044895,1.057427,1.745937,1.035899,1.206159,0.921341,-1.323528,-1.148483,0.978338,0.05957,-0.315592,1,cluster0
151,150,6.054601,1.401131,-0.417933,-1.275437,-0.169202,-1.069618,-0.546764,-1.507423,1.745576,1.103039,-2.658637,1.460503,0.081337,1.104408,-1.192913,0.368583,0.805555,2.044985,-2.222582,-0.01779,-0.640259,-0.028002,-0.483716,-0.305622,-1.186283,-0.739107,0.027755,0.784346,-1.312658,0.612277,0.46401,0.467671,-0.011454,1,cluster5
152,151,1.044397,2.40793,1.351004,-2.120417,-0.179713,-1.366765,1.018765,-0.513857,0.809324,0.037777,-0.949323,0.509383,-0.677803,0.224616,0.994039,-0.105696,1.275671,-0.268086,-1.246586,0.397281,-0.084309,0.417758,0.558329,0.662343,-0.038046,0.102052,1.320891,-0.043769,-0.607122,0.755788,-0.725386,-0.610864,-0.676286,0,cluster1
153,152,0.31578,-0.430885,-0.730708,4.185479,0.915171,1.0203,1.702987,0.695062,0.801788,-0.597607,1.88893,-0.299116,-0.784524,1.903504,0.570295,0.309994,0.875413,0.414497,0.86262,1.023889,-0.53899,-1.201669,-0.881499,0.072063,0.260396,-0.053517,1.937959,-0.604961,-1.458435,0.515094,0.936062,-0.40717,0.243757,1,cluster0
154,153,4.643805,0.973313,-2.889417,1.327505,-0.667186,-2.139183,-1.307318,0.696722,1.405885,-0.371086,-3.230823,-1.698397,0.897528,0.874082,-0.741557,0.092938,0.149091,2.491647,-0.480153,-1.242354,0.091136,-0.716878,0.389172,-2.211245,-0.765953,-0.451253,-0.151548,-0.021369,-0.088049,-0.461703,0.410651,-0.169199,0.311134,1,cluster5
155,154,-1.63134,-1.373077,-1.558511,0.320531,-0.866428,0.250527,-3.481125,0.108364,1.302162,1.533514,1.58942,-0.052038,1.655413,-0.679721,0.341636,-0.355708,0.250321,0.925319,-0.029084,0.497753,-0.030277,1.526835,0.979286,-0.109186,-1.388398,-0.508078,1.199202,0.453586,-0.543447,0.430439,-1.513924,-0.534649,0.996865,0,cluster4
156,155,-0.270349,-0.27785,-1.16454,0.156786,-2.362458,0.24662,0.651414,0.118162,-0.702432,-1.02641,0.758367,1.715079,0.379888,-0.917366,-0.277885,-0.285274,0.670386,-0.472772,1.245024,-1.790924,-0.230228,-1.12259,0.366463,-0.399258,-0.474723,-0.350943,1.131082,0.070965,1.020072,1.444438,0.66595,1.885174,0.700915,0,cluster0
157,156,0.514427,0.260426,2.73019,-1.92172,-0.518656,0.931905,0.125829,-1.395576,1.459836,0.898439,0.833767,1.245313,-1.279752,1.478356,-0.027254,0.585917,-0.958173,0.357027,-0.942475,1.207864,-1.664419,0.198816,1.193551,0.645108,-0.99395,0.15128,0.476225,-0.812239,0.060294,0.929017,-0.406449,0.284761,0.955281,0,cluster1
158,157,3.862022,0.159509,0.425947,-0.687926,-0.56343,0.881283,1.648324,0.621002,0.391723,0.01314,0.493137,-1.163678,-0.077819,1.637339,0.066262,-0.823414,-0.994139,-0.630063,-0.063018,-2.005339,1.899069,0.697049,-1.236448,1.08477,-0.198246,1.501719,0.543692,0.371513,-2.643118,1.00469,-0.738495,-0.118724,-1.29554,0,cluster0
159,158,-0.274738,-0.22319,3.217681,-1.296453,-1.933538,1.15024,-0.582545,0.188482,0.317939,0.787205,0.915869,-0.82221,-0.42699,1.766231,-0.418406,-0.051368,-1.001426,-0.623,0.662396,-0.676843,1.226379,0.584509,-1.020393,-0.122418,1.203833,-0.219808,1.132018,-0.162923,0.026029,0.753358,-0.173134,0.719991,0.536784,0,cluster1
160,159,0.744634,2.901827,-0.658028,0.020813,1.21666,-1.221026,1.07194,0.361436,-1.548738,0.585287,1.183422,1.162143,0.911314,-1.002402,0.983887,0.225872,0.081169,2.360043,-0.751297,1.716095,0.160866,-0.85847,0.744759,-0.193856,0.420907,-0.236176,0.589924,-0.053719,-0.725029,0.085522,0.189613,0.384219,-0.104521,1,cluster1
161,160,4.482244,0.583397,-0.376257,-0.601221,-2.08617,0.631535,-0.808843,-0.174842,2.1874,0.670723,-2.401315,-0.113322,-1.621826,2.085115,0.478556,0.829696,1.60346,1.016248,-0.456232,-0.274951,-0.1946,-0.404441,-0.721693,-0.476303,-1.207153,-1.029207,0.163166,0.112331,-0.198693,0.905436,1.041968,-0.684851,0.611864,1,cluster5
162,161,2.600595,-0.624825,-1.551854,-1.961196,-0.330504,0.200863,0.357731,0.119267,0.93418,0.675118,1.209256,0.305207,0.402051,-0.231481,0.639527,-0.317496,0.731674,1.224817,0.630537,-1.124472,0.551371,-0.890879,0.844145,-0.294069,0.335295,-1.393014,1.806174,-0.650862,-1.542039,-0.001188,-0.259634,1.736709,-0.608522,1,cluster0
163,162,4.037006,0.423637,-0.990737,-2.718622,-1.279921,-0.868889,0.334458,0.502999,0.24309,-0.046719,-0.534171,0.831476,-1.580302,-0.789705,0.014847,-0.562948,0.55948,-0.315269,-0.536199,0.888942,-0.74185,0.554388,-0.287917,0.622832,0.02172,1.183727,-0.086252,-0.189732,-0.199863,0.044869,-0.015822,-0.17891,0.747864,0,cluster1
164,163,1.56987,1.545453,0.761094,1.305772,-2.036989,-1.421395,-0.727839,0.118128,0.050876,0.371459,-1.205648,1.737671,0.706238,0.149368,-1.180975,1.138029,-1.115995,2.062182,1.140112,-0.350361,-0.277824,0.829323,-1.431579,-0.604045,0.130533,-1.148127,-1.022413,0.545988,1.232055,2.211502,0.470753,-0.310702,-0.80645,1,cluster5
165,164,5.466694,1.994803,0.251573,0.382702,-2.337425,0.68163,0.65973,0.14512,1.524347,-0.178309,-1.225532,1.423135,-1.583408,0.266889,1.837943,0.126777,0.900032,3.094546,-0.146975,-1.444067,1.763103,0.274082,-2.42562,0.26207,-0.616416,0.025177,0.15255,1.188108,-2.016885,0.18828,1.348275,0.722694,0.301494,0,cluster5
166,165,0.739474,1.467405,0.295181,1.518298,-2.473959,-1.365721,0.128913,0.838315,1.551352,-0.59195,-0.87768,0.084721,1.497112,2.370688,-0.775382,1.461912,0.507506,0.649017,1.414163,-1.148777,2.269451,-0.260601,0.237393,-1.957958,0.436455,-0.130327,-1.93263,0.271292,0.427207,-0.786289,0.827315,-0.476353,0.846346,0,cluster5
167,166,2.158773,0.888232,0.993047,-1.518889,-0.43735,-1.476843,-0.211219,0.265387,0.403436,1.16333,-0.757136,1.402693,1.101086,0.097853,-0.408486,0.824462,-0.786889,2.228794,-0.516366,-0.252345,-0.986427,0.396429,-1.619736,0.047835,0.234242,-1.797424,-1.679416,0.839078,0.562604,0.803326,1.075945,0.139667,-0.88349,1,cluster5
168,167,-2.420227,-0.256905,0.752713,2.141882,0.731539,-1.122089,-0.819579,-1.278135,-2.243899,1.365533,-1.354692,0.813761,-0.33977,0.45886,0.334499,-1.820753,-0.088762,0.84465,1.16772,-0.046369,0.603818,0.202225,-0.476798,0.370125,0.029392,-0.586014,1.70124,0.368669,0.593388,0.155323,1.054919,-0.010175,-0.403882,1,cluster0
169,168,1.921224,-2.818092,-1.343303,-1.226974,0.42422,-0.837701,-0.632422,-0.449916,-2.453886,-0.348418,0.022684,-0.576215,0.880053,-0.14881,-0.145428,-0.208787,-1.636765,-0.556211,-0.436738,0.312784,0.881586,1.250435,-1.598988,-0.527222,-0.739625,0.702549,-0.348677,0.222079,-0.475493,-0.072928,0.08103,0.865281,-0.061591,1,cluster1
170,169,-3.74965,-0.938278,-1.332103,1.143103,1.260356,0.401411,1.398521,-0.094226,-0.067374,3.82246,-1.940151,0.119581,-0.961811,-0.484819,-0.067928,0.409373,-0.906547,0.820795,-0.282975,-0.835862,0.738629,0.153459,0.998279,-2.09347,0.713829,0.584057,1.402295,-0.057417,0.521284,0.25567,0.050588,-0.870133,1.134964,1,cluster0
171,170,3.544836,0.906714,-1.774332,-1.71703,0.391628,-0.217173,0.316854,2.064054,-0.174966,1.029521,1.564734,1.03814,0.008755,0.78789,-1.768125,-1.532719,0.686529,-0.464244,0.124132,0.292448,0.510831,-0.074189,-1.323842,-1.125515,1.287872,0.568654,-0.961599,-0.228464,-1.581194,-0.567322,0.22559,0.191143,-0.041907,1,cluster0
172,171,-0.625463,-2.174293,2.222169,-1.106385,-0.290789,0.503593,1.052565,0.273023,0.040299,-0.085029,-0.266014,0.411118,0.149549,0.856741,0.761409,1.026462,1.751477,1.493548,0.133272,0.752945,0.247386,-0.468552,-0.020992,-0.865387,-0.042996,1.514715,1.070984,1.149188,0.364723,-0.524866,-1.30179,0.123359,-0.403425,1,cluster1
173,172,-1.979691,1.153161,-1.265375,-1.973717,0.621884,0.755088,0.964694,1.541513,0.035569,-1.167583,-1.356656,-0.058516,-1.235262,0.094646,-0.848976,0.970826,0.276026,-0.157374,-0.502545,0.907405,-0.502469,0.447635,0.297982,0.279764,-0.904973,-0.172816,-0.522561,0.778677,-0.571592,0.23666,0.041806,0.502835,-0.125242,1,cluster1
174,173,2.840014,-0.474271,-1.600378,1.87616,-1.009592,-1.667135,-0.746776,0.388947,-0.861458,-0.696852,-1.220341,1.352474,0.503882,0.540117,0.235519,-1.816393,0.04309,-1.187287,-1.515305,-0.986259,1.692669,-0.439426,-0.460057,-0.482878,-0.063943,1.079804,1.455428,-0.105532,-1.765954,0.232074,0.726819,0.198576,-0.33212,1,cluster0
175,174,-0.45397,-1.310714,-0.52331,-1.776219,0.630069,0.590725,1.583489,0.623404,0.332933,-0.650685,-0.398951,0.48737,-0.274167,-1.023935,-0.302295,-0.354075,0.857373,0.614421,-0.008781,0.612791,0.218202,0.865971,0.204061,0.032661,-0.304093,1.264192,-1.340485,0.734097,-1.005291,-0.285987,0.912189,0.285984,0.958062,1,cluster1
176,175,0.022612,3.040168,-0.91905,-2.65034,0.602,0.841573,0.554526,0.239288,-0.618732,-1.357577,-0.425271,0.30899,-1.361111,-0.410514,-0.5511,1.0172,0.711063,-0.824116,-0.656385,0.276621,-0.714755,0.426255,-0.784328,0.997306,0.250443,-0.651301,0.418278,0.292701,0.11439,-0.346128,0.264188,-1.01512,0.747438,1,cluster1
177,176,-0.226193,-0.049472,0.940754,-0.909956,-0.658915,-0.077162,2.650669,0.237382,0.242693,-0.307589,0.36448,-0.689605,0.797772,1.34644,-0.517391,-0.768171,-0.021506,-1.401671,-1.618078,0.470837,0.24054,0.470283,-0.108755,0.094587,0.606853,0.619581,0.116739,1.912905,0.645391,-0.041898,1.476437,-0.339488,0.298707,1,cluster1
178,177,1.846578,-0.531233,-0.391585,-1.360611,0.239241,-0.481891,0.698053,2.205177,0.138984,0.502416,0.302105,2.043857,0.34811,0.425608,-0.268028,-0.515939,-1.209414,-1.532643,-0.43528,1.369161,-0.993173,0.826419,-1.027919,-0.459331,-0.164707,-0.169903,-0.57999,0.270682,0.619283,-0.478871,0.438649,0.389226,-0.803898,1,cluster1
179,178,0.173476,3.215797,-1.726829,0.085428,-1.129353,1.808335,-0.305212,-0.390359,-0.62158,0.145852,-0.482928,1.036745,0.93254,0.697999,1.548428,1.558417,0.799047,-1.090127,1.20732,0.46471,-0.144548,-1.089633,-0.123624,0.473862,0.747308,0.101986,0.681486,-1.690561,-0.443887,0.760682,-1.573879,0.318596,-0.931127,1,cluster0
180,179,-0.526412,-1.337945,-0.22125,-1.034958,0.333196,0.054617,-0.941789,0.950513,0.236675,-0.416103,-1.100166,0.693583,0.792278,-0.052768,1.0449,-0.333806,0.249227,0.134006,0.767699,0.402438,-0.442133,0.287059,-0.962178,-1.471675,0.106945,-0.354597,-0.021886,-0.551716,-0.975015,-0.172899,-1.947017,0.296637,0.012691,1,cluster1
181,180,-0.703341,0.955868,-2.10626,-2.09088,1.039356,0.004418,-0.811369,0.261559,-1.580301,-1.391775,-0.368377,-0.075704,-0.344565,1.477105,-0.593982,0.904466,0.619594,-0.578289,0.020311,-0.535238,-0.701939,-1.048169,0.306924,-0.141337,0.356558,0.011186,-0.354803,-0.097507,0.548695,-0.324547,0.020111,-0.346446,-0.367276,1,cluster1
182,181,-1.280305,-0.228897,0.348846,-0.450273,-0.06935,-1.120151,-0.472683,-0.753211,-0.45615,-1.238853,-0.772868,-0.905985,0.162429,1.128373,0.980484,-0.99727,0.741168,-0.574679,-0.286761,-0.213986,-1.472988,0.100908,-1.238321,-1.745664,0.163293,-0.196219,1.258745,0.549321,0.295617,0.206399,0.176234,0.321509,-0.137243,1,cluster1
183,182,-2.436466,0.986344,1.074182,2.191367,-1.114001,-1.104242,1.945112,1.376287,0.293544,-0.448901,1.075228,0.01756,0.198266,0.018146,0.467097,-0.257958,-0.714006,0.803208,0.063163,1.167716,-0.484424,0.201687,0.693894,0.071826,0.047004,-0.067511,-0.791084,0.043691,-0.333928,1.071056,-0.423489,-1.991148,-0.419431,0,cluster2
184,183,0.485772,-0.763793,-0.582396,-0.7547,3.260586,0.691311,0.579715,-1.085966,2.891035,-1.75614,-0.410527,2.483595,1.141679,0.539922,2.063924,1.116185,0.118415,-0.621994,1.681316,-0.088029,0.046574,2.629855,1.49361,-0.080335,0.505564,1.092258,-1.039999,-2.021252,0.011103,-0.789815,-0.277925,-0.767084,-0.846416,1,cluster0
185,184,-1.182224,-2.479292,0.52509,-0.851835,1.212697,1.24889,0.081509,-2.088999,0.276067,0.374752,0.453923,1.415732,1.220027,2.042635,-1.962313,0.436537,0.025816,0.62063,-0.143451,0.720396,-1.09462,-0.520325,0.990402,-0.243324,0.476998,0.715425,-0.475352,0.18743,-0.234439,-0.369975,0.036365,0.214417,0.366276,1,cluster1
186,185,-0.631334,2.394393,-0.633233,1.457445,-1.033653,-0.41844,0.82092,-0.851588,0.170964,0.035667,-0.668926,-0.135781,1.987979,0.099075,1.995057,-0.041993,0.904191,-0.62483,0.32146,0.607545,-0.806531,-0.187155,-0.427758,-0.161008,0.767364,0.267409,-0.67853,-0.816243,-0.360892,-0.336028,-1.796694,0.906082,-0.148046,1,cluster2
187,186,-0.419742,1.037655,-0.191261,1.529607,-2.048053,-0.379501,0.728155,-1.619929,-0.811439,0.376095,-0.73307,-0.494585,1.651671,0.563419,0.672157,0.45821,2.205614,-0.472509,0.515591,1.09809,-0.818785,-0.799724,-0.121738,-0.910246,0.407814,1.733653,0.010079,0.227012,0.163091,0.660967,-1.24435,1.473735,-0.141877,1,cluster0
188,187,-0.861797,-0.742737,2.372467,-1.550677,-0.37339,-0.563654,-0.067596,-0.678984,-0.185071,-0.107843,-1.12743,0.475983,-0.805751,-0.016172,1.543324,0.41698,1.382897,0.126818,-1.039022,1.079101,-0.553792,0.531164,-0.552791,-0.037034,-0.936504,0.38452,0.868327,1.058067,-0.667314,0.279513,-0.218529,0.960638,0.12969,1,cluster1
189,188,0.052078,-1.179804,-1.16941,-0.411909,1.875657,0.313858,0.554534,-0.918572,1.44664,2.143059,-1.422071,0.298841,0.471492,0.851394,-0.818635,-1.700301,-1.297551,-1.314161,0.368021,1.611489,2.597606,-0.876431,-0.131097,-0.124152,-0.351868,-0.671546,0.276375,0.097169,1.451432,0.112104,-0.737418,-0.405859,-0.578169,1,cluster0
190,189,1.572848,-0.41349,0.841798,-1.402461,-0.602397,0.244372,-0.85225,-1.727341,-0.733081,-0.119795,0.213386,0.177181,-0.644295,1.745284,-0.084901,-0.697312,-1.586712,-0.221028,-0.543085,-1.060811,-1.570027,-0.183425,-0.996164,0.443489,-0.203342,-0.379961,0.702396,-1.026736,0.842597,1.587648,-0.629018,0.930282,-0.815336,0,cluster1
191,190,-0.979296,-0.32637,0.370301,1.694259,-1.807367,-0.952719,-0.097142,-1.156591,0.258244,-1.141847,-0.404781,0.386596,1.093797,-0.234528,-0.677293,-0.64979,-1.182502,-0.111528,0.218117,-0.183779,-0.24588,0.300995,0.490999,0.240773,1.537925,0.112274,0.06092,-0.591932,0.173809,0.389187,0.206526,0.147556,0.591792,1,cluster2
192,191,0.848165,-1.182593,0.110788,1.208818,-2.428945,-0.654617,0.128002,0.115271,-0.889886,-1.141082,-1.321908,1.153689,0.23313,-0.84577,0.123831,-0.250353,-0.517102,-0.453477,0.088809,-0.3065,0.153766,-0.021409,-0.195364,1.100524,0.28091,1.036445,0.147382,0.100238,0.667318,0.767795,-0.843333,-0.733708,0.120076,1,cluster2
