K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,Good
8.937382,12.661291,-5.161511,1.732051,11.25833,1.108513,8.590972,-4.815101,2.979127,-8.954703,0
7.586383,11.93383,-4.537973,1.316359,12.592009,0.883346,7.343895,-3.152332,3.169653,-8.071357,0
6.218062,8.261882,-0.450333,3.533384,12.834496,0.571577,5.819691,-3.862473,1.784012,-11.067805,1
9.335754,11.24101,-2.39023,2.009179,10.721394,0.952628,9.301113,-5.78505,3.41214,-12.730573,0
5.992896,8.833459,-1.143154,2.078461,12.384163,0.571577,5.80237,-2.407551,1.576166,-10.305702,1
7.603703,9.630202,-1.351,2.147743,11.362253,0.917987,7.17069,-3.810512,1.576166,-12.453445,0
9.993933,11.033164,-1.835974,3.256256,11.396894,1.125833,9.751446,-7.465139,4.278165,-14.895637,0
5.78505,8.816139,-1.662769,2.078461,12.314881,0.727461,6.096819,-2.684679,2.251666,-9.058626,1
10.929241,10.426946,-2.217025,1.732051,9.474318,0.866025,10.461587,-6.651075,2.840563,-14.497265,0
6.720357,10.877279,-1.662769,0,12.089715,1.247077,5.958255,-0.450333,0.762102,-10.756036,0
9.456997,10.2191,-2.771281,1.801333,10.305702,0.917987,9.023985,-5.317396,2.37291,-12.107035,0
5.559883,9.249151,-1.420282,2.217025,13.371432,0.640859,5.888973,-2.598076,3.06573,-9.664844,0
7.066767,10.340343,-1.835974,1.870615,14.497265,0.952628,6.027537,-2.39023,2.961807,-11.448856,0
5.80237,9.5436,-1.212436,2.355589,12.055074,0.571577,5.733088,-2.580756,1.195115,-11.466176,0
9.127908,11.379574,-2.528794,1.801333,11.033164,1.056551,8.798818,-5.074909,2.927166,-12.903779,0
9.751446,9.058626,-1.143154,1.870615,8.816139,0.987269,9.820728,-6.166101,2.130422,-14.65315,0
6.13146,9.803408,-1.489564,1.662769,12.661291,0.727461,5.940934,-2.113102,1.939897,-10.946561,1
10.357664,11.344933,-2.528794,2.840563,10.790677,0.987269,9.803408,-7.101408,3.41214,-14.445304,0
8.435087,10.045895,-2.251666,2.355589,12.557368,0.848705,8.435087,-5.265434,4.41673,-11.639381,0
7.794229,11.189048,-2.632717,1.939897,12.245599,0.848705,7.638344,-4.070319,3.204294,-11.656702,0
6.599114,9.578241,-1.628128,2.424871,13.891047,1.02191,5.78505,-2.701999,2.338269,-10.56551,0
6.027537,9.387715,-1.004589,2.840563,12.93842,0.6755,6.14878,-3.481422,2.684679,-10.409625,0
6.425908,9.249151,-1.143154,1.662769,12.730573,1.004589,5.819691,-1.974538,1.420282,-11.466176,0
6.339306,9.630202,-1.628128,1.03923,12.851817,1.108513,5.923614,-1.454923,1.835974,-10.115177,0
6.547152,9.578241,-1.073872,0.277128,12.695932,1.195115,5.837011,-0.606218,1.299038,-10.842638,0
7.742267,10.530869,-1.801333,2.078461,11.448856,0.969948,7.672985,-4.243524,2.528794,-12.26292,0
8.313844,9.093267,-1.69741,1.870615,10.963882,0.779423,8.019395,-4.382089,2.165064,-11.847228,1
8.504369,8.590972,-1.247077,1.524205,10.392305,0.710141,8.694895,-4.711178,2.753961,-12.332202,0
8.296523,9.353074,-1.351,1.939897,10.184459,0.779423,8.227241,-4.659217,1.818653,-13.163586,0
10.56551,10.790677,-2.424871,3.879794,12.26292,1.247077,10.097856,-8.435087,5.265434,-13.97765,0
9.56092,11.812587,-2.459512,1.801333,8.937382,0.883346,9.595561,-5.871652,1.991858,-14.462624,0
6.772319,12.60933,-3.775871,3.186973,13.683201,0.814064,6.564473,-4.243524,3.516063,-9.959292,0
6.252703,9.318433,-0.381051,2.009179,14.635829,0.727461,6.13146,-2.632717,4.122281,-12.418804,0
6.858921,9.179869,-1.558846,2.355589,12.245599,0.606218,6.80696,-3.654627,2.476833,-10.929241,0
5.473281,7.49978,-0.450333,0.484974,12.765214,0.588897,5.80237,-0.796743,2.424871,-8.989344,0
6.373947,9.803408,-0.866025,1.870615,12.886458,0.796743,5.923614,-2.286307,1.835974,-12.210958,0
7.15337,9.370395,-2.04382,2.701999,11.881869,0.69282,7.15337,-4.364768,2.563435,-10.530869,1
7.759588,9.612882,-1.69741,1.801333,11.881869,0.987269,7.551742,-3.827832,2.650038,-11.275651,0
6.287344,9.422356,-1.247077,5.12687,13.059663,0.710141,5.923614,-5.542563,2.095781,-11.015843,0
5.594524,9.578241,-1.766692,2.840563,12.95574,0.796743,5.80237,-3.152332,2.494153,-9.786087,1
6.47787,9.664844,-0.727461,2.563435,12.470766,1.004589,5.871652,-2.927166,1.212436,-12.020433,0
7.984754,10.011254,-1.558846,3.325538,11.777945,1.056551,7.551742,-5.369358,2.37291,-12.158997,0
6.529832,9.231831,-1.420282,2.286307,12.95574,0.831384,6.079498,-2.875204,2.113102,-10.426946,1
6.564473,10.773356,-1.766692,1.732051,12.228279,0.606218,6.529832,-2.753961,2.199705,-11.067805,0
10.011254,12.401484,-3.08305,1.801333,10.773356,0.969948,9.87269,-6.13146,3.879794,-13.440714,0
8.140639,10.271061,-1.212436,1.524205,12.418804,0.814064,7.534421,-3.550704,2.823243,-13.613919,0
7.395857,9.595561,-1.766692,2.078461,13.094304,1.299038,6.668396,-3.238935,2.511474,-9.335754,0
6.200742,10.686753,-2.182384,4.156922,13.423394,0.917987,6.096819,-4.745819,2.892525,-10.444266,0
10.461587,9.993933,-1.801333,1.524205,8.435087,0.866025,10.132497,-6.13146,1.662769,-14.774393,0
6.14878,9.006664,-0.727461,2.563435,12.366843,0.848705,5.923614,-2.979127,1.541525,-11.847228,0
6.044857,10.496228,-0.727461,1.524205,12.990381,0.917987,5.888973,-1.905256,2.199705,-12.505407,0
6.252703,10.669433,-1.524205,1.732051,12.869138,0.571577,6.010216,-2.251666,2.165064,-11.639381,1
6.356626,10.704074,-2.251666,1.385641,13.925688,0.606218,6.010216,-1.887935,3.06573,-10.115177,0
8.573651,10.409625,-2.078461,1.385641,9.924651,0.866025,8.660254,-4.537973,2.147743,-12.678612,0
10.756036,9.803408,-1.662769,2.771281,8.279203,0.848705,10.929241,-8.157959,2.753961,-14.774393,0
9.249151,9.993933,-1.939897,1.524205,10.859959,0.952628,8.8681,-4.884383,2.823243,-12.851817,0
7.967434,8.798818,-1.628128,2.632717,10.496228,0.866025,8.036716,-5.161511,2.078461,-11.431535,0
6.443229,10.080536,-1.69741,2.701999,13.683201,1.073872,5.923614,-3.117691,2.563435,-10.721394,0
7.603703,10.253741,-2.632717,1.870615,11.414215,0.415692,7.950113,-4.312807,3.186973,-10.461587,0
10.946561,9.491638,-1.628128,2.909845,8.816139,0.987269,10.548189,-7.915472,2.338269,-14.912957,0
10.080536,9.855369,-2.04382,2.771281,9.612882,0.831384,9.630202,-6.858921,2.165064,-13.804445,0
9.075946,10.929241,-2.909845,3.671948,9.716805,0.969948,9.093267,-7.239972,2.251666,-11.223689,0
6.408588,9.353074,-1.801333,2.078461,14.462624,0.744782,6.062178,-2.632717,3.654627,-10.409625,1
9.249151,10.8946,-2.875204,3.74123,10.426946,0.969948,9.093267,-7.309254,2.788602,-11.864548,0
6.027537,8.608293,-1.073872,2.355589,12.851817,0.502295,5.854332,-2.71932,2.06114,-10.704074,1
8.764177,9.803408,-1.835974,1.870615,11.327612,0.6755,8.677575,-5.022947,3.342858,-12.886458,0
5.854332,9.838049,-0.450333,3.048409,12.349522,0.710141,6.027537,-3.568025,2.026499,-12.921099,1
7.551742,10.080536,-1.420282,2.494153,14.168176,1.073872,6.754998,-3.74123,3.602666,-12.055074,0
8.400446,9.907331,-2.182384,2.217025,12.349522,1.143154,7.863511,-4.572614,3.152332,-11.518138,0
6.408588,10.323023,-1.766692,1.524205,13.97765,0.744782,5.923614,-1.939897,2.892525,-11.119766,0
6.235383,9.664844,-1.281718,2.563435,12.921099,0.969948,5.923614,-2.979127,2.009179,-11.25833,0
6.287344,9.249151,-1.073872,2.563435,12.107035,0.969948,5.958255,-3.013768,1.212436,-11.25833,0
8.071357,9.89001,-1.662769,1.662769,12.020433,1.939897,6.789639,-2.944486,1.004589,-11.206369,0
7.17069,9.249151,-0.969948,2.355589,12.141676,0.571577,7.361216,-4.208883,3.169653,-12.470766,0
8.279203,9.716805,-1.766692,2.355589,12.349522,0.814064,8.140639,-4.988306,3.827832,-12.540048,0
7.361216,10.2191,-2.04382,2.078461,12.557368,1.073872,6.980165,-3.550704,2.632717,-10.859959,0
6.062178,10.271061,-1.766692,2.771281,12.592009,0.779423,5.837011,-3.100371,1.680089,-10.859959,0
5.80237,9.335754,-1.801333,2.217025,12.695932,0.814064,5.767729,-2.494153,1.957217,-8.885421,1
6.789639,9.595561,-1.281718,1.801333,11.864548,0.831384,6.235383,-2.546115,1.073872,-10.444266,1
6.772319,8.712216,-0.658179,1.939897,11.743304,0.571577,6.720357,-3.152332,1.887935,-12.765214,0
5.888973,8.746857,-1.073872,2.771281,12.643971,0.554256,6.010216,-3.273576,2.251666,-10.271061,0
10.409625,8.712216,-0.796743,1.801333,8.764177,1.004589,10.323023,-6.599114,2.424871,-15.519175,0
6.14878,10.686753,-1.905256,3.602666,14.514586,0.6755,5.975575,-4.070319,3.793191,-10.738715,0
7.309254,9.751446,-1.420282,1.939897,11.674022,0.866025,7.084088,-3.516063,2.009179,-11.691343,0
6.010216,9.993933,-2.113102,2.286307,12.93842,0.536936,5.80237,-2.598076,2.06114,-9.803408,1
9.370395,8.556331,-0.658179,3.949076,12.210958,4.122281,5.888973,-4.330127,-1.905256,-11.275651,0
8.209921,10.2191,-2.494153,3.39482,12.574689,0.935307,7.811549,-5.698447,3.464102,-11.067805,0
7.378536,8.729536,-0.831384,1.385641,11.760625,0.6755,7.084088,-2.961807,2.026499,-11.829907,0
8.487049,8.972023,-0.866025,1.03923,10.825318,0.606218,8.227241,-3.75855,2.268987,-12.072394,0
6.633755,9.21451,-1.281718,2.286307,12.869138,0.848705,6.13146,-2.927166,2.026499,-10.773356,1
6.46055,10.132497,-1.524205,1.870615,13.579278,1.125833,5.888973,-2.251666,2.37291,-11.085125,0
9.041305,10.842638,-2.217025,1.662769,9.439677,0.866025,9.023985,-5.161511,1.870615,-13.094304,0
5.958255,9.387715,-0.831384,5.12687,13.094304,0.866025,5.78505,-5.403999,2.182384,-10.877279,0
7.17069,9.5436,-1.489564,2.355589,10.738715,0.69282,7.084088,-3.931755,1.212436,-11.93383,1
10.617471,10.115177,-1.108513,1.385641,13.076984,5.369358,5.958255,-1.835974,-2.147743,-11.154407,0
9.630202,9.526279,-1.558846,3.810512,9.664844,1.056551,9.578241,-7.863511,2.615397,-13.821765,0
6.200742,7.655665,-0.277128,2.563435,11.500817,0.606218,5.992896,-3.06573,0.814064,-11.362253,1
9.370395,11.500817,-2.320948,1.177795,13.319471,1.576166,7.967434,-3.619986,3.308217,-12.540048,0
7.655665,9.370395,-1.628128,2.078461,12.747894,0.6755,7.15337,-3.706589,2.823243,-11.985792,0
6.928203,8.556331,-1.766692,1.732051,10.600151,0.69282,7.274613,-3.498743,1.69741,-9.370395,1
7.136049,8.694895,-0.866025,2.355589,12.158997,0.831384,6.80696,-3.654627,2.113102,-10.998523,0
8.1926,9.526279,-0.969948,5.403999,13.180907,0.831384,8.244562,-8.140639,4.953665,-13.111625,0
6.547152,8.469728,-0.69282,2.286307,11.622061,1.02191,6.096819,-2.875204,0.744782,-11.396894,0
9.716805,9.041305,-1.420282,1.108513,9.924651,1.004589,8.989344,-4.589935,1.662769,-13.769804,0
8.140639,10.409625,-2.182384,1.801333,12.26292,1.073872,7.759588,-4.052999,3.117691,-11.829907,0
7.967434,10.548189,-2.217025,1.593487,13.665881,0.6755,6.928203,-3.013768,3.031089,-11.968471,0
6.304665,12.470766,-1.766692,2.217025,12.193638,0.883346,5.940934,-2.667358,1.299038,-13.198227,1
7.984754,10.2191,-1.558846,0.484974,12.037753,0.866025,7.482459,-2.459512,2.494153,-10.981202,0
5.906293,9.716805,-2.39023,2.009179,12.245599,0.571577,6.14878,-2.667358,2.165064,-9.335754,1
6.425908,9.422356,-0.969948,2.494153,13.596599,1.108513,5.888973,-2.875204,2.424871,-11.58742,0
6.82428,10.2191,-1.004589,2.701999,12.314881,0.6755,6.581793,-3.775871,2.130422,-11.206369,1
6.737678,10.080536,-1.801333,1.801333,14.341381,0.744782,6.252703,-2.546115,3.585345,-10.305702,0
6.564473,9.075946,-1.143154,2.286307,12.124356,0.658179,6.46055,-3.256256,2.009179,-11.033164,1
5.80237,11.206369,-2.113102,2.286307,12.418804,0.848705,5.767729,-2.563435,1.680089,-10.652112,0
8.054036,10.842638,-2.39023,3.117691,12.60933,0.952628,7.672985,-5.282755,3.377499,-11.777945,0
8.937382,10.634792,-1.524205,2.286307,9.335754,0.744782,9.023985,-5.80237,1.922576,-14.064253,0
6.80696,10.721394,-1.662769,1.662769,12.470766,0.883346,6.581793,-2.73664,2.303628,-12.037753,1
7.950113,9.231831,-0.727461,2.563435,9.439677,0.727461,8.036716,-5.092229,1.03923,-13.440714,0
6.876242,9.283792,-1.385641,0.415692,11.708663,1.02191,6.252703,-1.160474,0.814064,-9.491638,0
8.642934,11.725984,-3.602666,3.325538,13.30215,0.866025,8.296523,-6.096819,4.676537,-10.91192,0
8.573651,9.838049,-1.558846,1.870615,9.716805,0.588897,8.764177,-5.12687,2.147743,-13.406073,0
5.837011,7.776908,-0.242487,1.524205,12.799855,0.744782,5.819691,-1.853294,2.130422,-11.171728,0
6.096819,12.60933,-1.835974,2.494153,12.869138,0.710141,5.871652,-2.857884,1.991858,-13.319471,0
5.750409,11.085125,-1.489564,2.355589,12.089715,0.710141,5.819691,-2.684679,1.506884,-11.93383,1
5.78505,9.647523,-0.831384,2.078461,11.795266,0.588897,5.819691,-2.407551,1.177795,-9.630202,1
6.010216,9.647523,-1.558846,2.078461,11.275651,0.848705,6.218062,-2.805922,1.229756,-10.807997,0
9.439677,10.496228,-2.251666,2.078461,12.107035,1.056551,9.075946,-5.629165,4.243524,-13.319471,0
7.049447,8.261882,-0.866025,3.39482,11.206369,0.796743,6.945524,-4.832422,1.524205,-11.344933,0
8.816139,10.045895,-2.598076,1.939897,10.704074,1.091192,8.279203,-4.711178,1.922576,-11.189048,0
8.105998,11.396894,-3.498743,2.424871,12.869138,0.952628,7.672985,-4.589935,3.585345,-10.063215,0
7.932793,9.612882,-1.835974,1.662769,12.366843,1.143154,7.361216,-3.516063,2.632717,-10.340343,0
6.841601,9.647523,-1.212436,2.494153,12.782535,1.004589,6.218062,-3.221615,1.905256,-11.223689,1
6.062178,9.907331,-1.247077,3.39482,12.505407,0.727461,5.871652,-3.75855,1.662769,-11.864548,0
10.773356,10.426946,-1.905256,1.454923,10.357664,1.091192,10.045895,-5.975575,3.100371,-13.30215,0
7.291934,12.522727,-2.805922,5.12687,14.618509,1.056551,6.166101,-5.78505,3.135012,-12.210958,0
6.218062,8.660254,-0.554256,4.78046,13.804445,1.143154,5.871652,-5.144191,2.805922,-10.738715,0
6.356626,9.318433,-1.212436,2.701999,12.436125,1.056551,5.923614,-3.117691,1.402961,-10.91192,0
8.798818,12.072394,-3.048409,3.879794,12.193638,0.848705,8.816139,-7.17069,4.451371,-12.314881,0
5.906293,9.768767,-1.489564,2.701999,12.020433,0.710141,5.837011,-3.031089,1.264397,-10.929241,0
6.529832,10.115177,-0.831384,1.385641,12.93842,0.969948,6.114139,-1.991858,2.113102,-12.384163,0
5.837011,10.045895,-1.69741,2.632717,12.297561,0.6755,5.837011,-2.996448,1.71473,-10.704074,1
6.47787,11.795266,-2.182384,2.494153,13.30215,0.866025,6.096819,-3.08305,2.494153,-12.384163,1
7.655665,10.530869,-2.805922,3.39482,12.973061,0.883346,7.534421,-5.421319,3.862473,-9.803408,0
6.962844,10.877279,-1.662769,2.147743,13.544637,0.969948,5.958255,-2.598076,1.974538,-12.540048,0
6.027537,8.781498,-0.796743,2.286307,11.691343,0.415692,6.079498,-2.875204,1.351,-11.414215,1
5.906293,9.768767,-1.489564,2.701999,12.020433,0.710141,5.837011,-3.031089,1.264397,-10.929241,0
6.703037,9.976613,-1.420282,2.286307,12.540048,0.883346,6.062178,-2.840563,1.437602,-11.743304,1
9.630202,9.041305,-1.351,1.939897,9.439677,1.004589,9.595561,-6.010216,2.424871,-14.133535,0
9.664844,10.444266,-2.251666,2.701999,10.617471,1.143154,9.456997,-6.633755,3.290897,-13.180907,0
7.413177,9.855369,-1.801333,2.840563,11.206369,0.6755,7.361216,-4.693858,1.991858,-11.777945,1
7.690306,10.426946,-2.875204,1.316359,12.037753,0.814064,7.413177,-3.221615,2.650038,-9.231831,0
7.257293,8.833459,-1.351,2.771281,12.574689,0.588897,6.651075,-3.931755,2.147743,-11.552779,1
6.391267,9.993933,-1.835974,3.117691,12.453445,0.883346,6.13146,-3.75855,1.853294,-10.444266,1
10.063215,8.625613,-0.588897,3.39482,8.902741,0.917987,9.803408,-7.655665,1.818653,-14.878316,0
7.984754,9.21451,-1.212436,1.108513,11.552779,0.727461,7.447818,-3.048409,1.939897,-12.158997,0
10.253741,9.976613,-1.905256,1.385641,8.642934,0.866025,9.959292,-5.819691,1.732051,-14.341381,0
6.218062,9.145228,-1.766692,1.593487,14.376022,0.866025,5.80237,-1.905256,3.290897,-9.353074,1
7.950113,7.898152,-0.415692,2.217025,8.989344,0.744782,7.742267,-4.468691,0.051962,-12.436125,1
9.387715,9.179869,-1.004589,2.009179,9.508959,0.467654,9.612882,-6.114139,2.823243,-13.492676,1
13.856406,9.318433,-1.108513,2.632717,11.812587,5.958255,8.902741,-5.992896,-0.866025,-11.622061,0
8.573651,9.353074,-1.524205,1.801333,11.639381,1.160474,8.244562,-4.537973,3.031089,-11.552779,0
6.772319,8.52169,-1.143154,2.009179,11.431535,0.554256,6.876242,-3.39482,1.939897,-11.518138,1
5.975575,10.392305,-2.078461,2.563435,12.903779,0.710141,5.854332,-2.927166,2.165064,-10.617471,1
6.391267,9.474318,-0.658179,1.662769,13.423394,0.848705,6.079498,-2.251666,2.71932,-10.877279,1
10.2191,13.094304,-3.74123,2.771281,10.773356,1.02191,9.786087,-7.032126,3.550704,-13.475355,0
7.811549,7.759588,-0.588897,1.177795,9.370395,0.796743,7.776908,-3.446781,0.588897,-10.548189,0
6.062178,8.920062,-0.415692,1.732051,12.28024,0.814064,6.010216,-2.234346,1.71473,-11.847228,0
6.13146,9.682164,-1.628128,1.03923,12.799855,1.056551,5.837011,-1.36832,1.818653,-10.063215,0
5.577204,10.56551,-1.281718,3.39482,11.674022,0.658179,5.819691,-3.706589,1.212436,-11.91651,0
6.010216,8.85078,-0.866025,2.009179,11.91651,0.450333,6.044857,-2.563435,1.524205,-11.344933,1
9.231831,10.340343,-2.04382,0.69282,11.639381,0.866025,9.127908,-4.295486,4.08764,-10.704074,0
7.118729,8.227241,-1.247077,1.801333,11.725984,0.744782,7.066767,-3.377499,2.268987,-9.231831,1
6.339306,9.266472,-1.385641,2.701999,12.817176,0.710141,6.079498,-3.290897,2.165064,-10.738715,1
6.529832,8.296523,-0.796743,1.801333,13.336791,1.125833,5.923614,-2.217025,2.130422,-10.340343,0
6.373947,10.704074,-1.69741,2.009179,12.28024,0.502295,6.287344,-2.788602,1.957217,-11.518138,1
8.504369,10.149818,-2.528794,1.662769,11.552779,0.866025,8.054036,-4.208883,2.632717,-11.292971,0
6.564473,10.201779,-1.420282,3.39482,12.60933,0.883346,5.958255,-3.845153,1.437602,-11.379574,0
9.023985,11.275651,-2.04382,3.186973,11.414215,1.056551,8.608293,-6.270024,3.031089,-13.665881,0
9.647523,9.474318,-1.558846,1.732051,11.327612,1.073872,9.093267,-5.300075,3.290897,-13.371432,0
7.032126,10.756036,-1.974538,2.355589,12.851817,0.796743,6.80696,-3.654627,2.909845,-11.708663,0
6.356626,8.209921,-0.381051,2.424871,13.891047,0.987269,5.888973,-2.805922,2.788602,-11.050484,0
5.854332,9.058626,-1.385641,2.909845,11.899189,0.606218,6.010216,-3.41214,1.541525,-9.976613,1
7.638344,10.496228,-1.835974,2.217025,12.314881,1.073872,7.136049,-3.845153,2.424871,-12.176317,0
6.166101,8.279203,-0.831384,1.247077,13.354112,0.6755,5.888973,-1.628128,2.442192,-10.669433,0
7.136049,9.145228,-1.766692,2.563435,11.292971,0.536936,7.188011,-4.260845,2.06114,-10.877279,1
5.975575,8.227241,-0.796743,2.217025,11.344933,0.433013,5.871652,-2.598076,0.640859,-10.56551,1
6.114139,8.833459,-0.831384,3.256256,13.059663,0.848705,5.871652,-3.619986,2.165064,-11.102446,0
9.526279,11.171728,-3.498743,3.117691,13.354112,3.897114,6.47787,-4.08764,0.259808,-8.140639,0
6.391267,11.691343,-3.08305,2.286307,13.925688,0.814064,5.975575,-2.753961,2.961807,-9.89001,0
7.915472,9.179869,-1.073872,3.74123,12.26292,0.710141,7.690306,-5.923614,3.204294,-11.362253,1
6.287344,8.417767,-0.69282,1.385641,13.717842,1.195115,5.888973,-1.766692,2.684679,-9.803408,0
6.096819,8.608293,-0.450333,1.801333,11.344933,0.69282,6.096819,-2.407551,0.969948,-11.674022,1
7.534421,8.400446,-1.004589,3.39482,10.201779,0.69282,7.672985,-5.559883,1.489564,-11.951151,1
7.84619,8.504369,-1.004589,3.39482,11.777945,1.056551,7.136049,-5.022947,1.680089,-12.505407,0
8.920062,10.357664,-2.39023,3.39482,12.245599,0.952628,8.400446,-6.270024,3.550704,-12.332202,0
9.075946,12.055074,-2.04382,5.12687,10.496228,1.36832,8.625613,-8.227241,2.095781,-13.787124,0
6.356626,9.976613,-2.04382,3.39482,13.596599,0.744782,5.992896,-3.897114,2.753961,-10.340343,1
5.646486,9.439677,-1.004589,2.217025,12.765214,0.415692,5.871652,-2.598076,2.39023,-9.993933,1
5.958255,8.52169,-0.969948,2.632717,11.881869,0.727461,5.78505,-2.909845,0.969948,-10.704074,0
6.599114,10.045895,-1.212436,1.662769,13.094304,0.952628,5.975575,-2.130422,1.922576,-11.881869,0
8.140639,10.842638,-2.459512,1.316359,12.436125,1.004589,7.776908,-3.585345,3.325538,-11.622061,0
6.616434,9.405036,-0.796743,0.34641,12.817176,1.247077,5.923614,-0.762102,1.524205,-10.91192,0
7.032126,9.491638,-1.385641,2.494153,11.344933,0.571577,7.032126,-4.018358,1.853294,-11.968471,1
8.52169,10.132497,-1.558846,1.801333,12.418804,1.143154,8.071357,-4.347448,3.464102,-12.072394,0
6.581793,11.899189,-2.182384,2.217025,13.596599,1.056551,5.958255,-2.667358,2.407551,-12.124356,0
6.685716,9.959292,-1.801333,2.217025,12.488086,0.69282,5.958255,-2.684679,1.247077,-10.132497,1
5.854332,10.288382,-2.113102,2.147743,14.220137,0.710141,5.975575,-2.615397,3.793191,-9.439677,0
7.032126,10.080536,-0.796743,3.39482,11.656702,0.710141,6.80696,-4.693858,1.71473,-13.146266,1
6.114139,9.647523,-0.658179,2.840563,11.795266,0.536936,6.044857,-3.39482,1.299038,-12.072394,1
6.46055,8.764177,-0.935307,1.870615,12.661291,0.727461,5.923614,-2.286307,1.524205,-11.691343,0
9.751446,8.469728,-1.004589,3.671948,9.023985,1.02191,9.716805,-7.863511,2.130422,-13.97765,0
10.063215,9.5436,-1.281718,1.593487,10.340343,1.073872,9.647523,-5.698447,2.944486,-13.700522,0
10.600151,10.184459,-1.662769,1.593487,10.115177,1.091192,10.011254,-6.079498,2.961807,-14.601188,0
6.529832,12.26292,-2.320948,2.355589,13.752483,1.091192,5.871652,-2.71932,2.442192,-12.28024,0
5.681127,8.972023,-1.281718,1.939897,12.158997,0.69282,5.854332,-2.320948,1.766692,-9.682164,1
7.724947,10.340343,-2.39023,1.385641,13.458035,1.229756,7.118729,-2.996448,3.446781,-10.167138,0
6.997485,8.642934,-1.247077,0.969948,11.760625,1.195115,6.581793,-2.04382,1.402961,-9.838049,0
6.200742,8.435087,-0.727461,2.078461,12.141676,0.658179,5.992896,-2.580756,1.454923,-11.24101,1
8.105998,11.033164,-2.805922,3.533384,12.60933,0.935307,7.724947,-5.750409,3.429461,-11.206369,0
7.326575,11.795266,-2.632717,1.316359,13.025022,0.917987,6.80696,-2.615397,2.788602,-11.93383,0
8.52169,10.617471,-1.662769,2.355589,12.817176,1.160474,7.569062,-4.399409,2.857884,-12.93842,0
8.469728,9.612882,-1.558846,5.12687,12.62665,3.429461,5.871652,-5.490601,-0.623538,-10.045895,0
8.642934,11.431535,-2.805922,2.009179,12.384163,0.6755,8.660254,-5.144191,4.486012,-10.963882,0
8.071357,9.491638,-2.04382,2.494153,11.033164,0.571577,7.967434,-4.953665,2.37291,-11.015843,1
6.841601,9.370395,-1.420282,2.147743,14.202817,1.229756,5.958255,-2.598076,2.753961,-11.085125,1
7.309254,9.422356,-1.247077,0.969948,12.072394,1.02191,6.841601,-2.303628,1.922576,-11.379574,0
9.093267,11.25833,-2.251666,2.424871,9.110587,0.744782,9.249151,-6.166101,1.991858,-14.046932,0
5.715768,9.924651,-1.004589,2.286307,11.881869,0.606218,5.854332,-2.650038,1.402961,-11.968471,1
6.651075,10.028574,-2.078461,1.870615,12.384163,1.125833,5.958255,-2.320948,1.125833,-10.184459,0
6.495191,10.721394,-1.662769,3.325538,13.873727,0.969948,6.14878,-3.966396,3.152332,-11.310292,0
9.456997,9.993933,-2.078461,1.939897,11.760625,1.108513,8.608293,-5.022947,2.944486,-12.799855,0
8.1926,10.271061,-1.489564,2.147743,13.440714,1.056551,7.551742,-4.191563,3.827832,-13.319471,0
6.062178,9.266472,-1.939897,2.355589,12.973061,0.554256,6.373947,-3.238935,3.186973,-8.85078,1
8.17528,10.634792,-2.251666,3.533384,12.95574,1.108513,7.690306,-5.715768,3.637307,-11.639381,0
8.054036,10.184459,-2.078461,1.247077,12.643971,0.952628,7.638344,-3.377499,3.342858,-11.639381,0
6.252703,9.786087,-1.281718,1.732051,13.440714,0.710141,5.958255,-2.182384,2.580756,-11.483497,0
5.992896,10.045895,-2.04382,2.078461,12.903779,0.883346,6.010216,-2.580756,2.407551,-9.179869,0
7.413177,8.989344,-1.212436,2.355589,10.998523,0.6755,7.274613,-4.122281,1.610807,-11.864548,0
6.82428,8.625613,-0.796743,4.503332,13.267509,1.558846,5.837011,-4.832422,1.593487,-10.877279,0
6.339306,12.695932,-1.766692,2.494153,12.089715,0.814064,5.992896,-2.996448,1.264397,-13.128945,1
8.279203,9.87269,-2.04382,4.919024,13.319471,3.169653,5.871652,-5.282755,0.259808,-9.231831,0
6.010216,9.647523,-1.766692,1.939897,11.535458,0.658179,6.235383,-2.684679,1.524205,-10.305702,1
7.014806,9.439677,-1.662769,1.801333,12.557368,0.727461,6.841601,-3.135012,2.701999,-10.686753,0
9.855369,10.496228,-2.528794,2.632717,10.773356,1.143154,9.491638,-6.599114,3.325538,-12.869138,0
7.239972,8.885421,-1.073872,2.632717,11.622061,0.658179,6.80696,-3.949076,1.524205,-11.552779,1
8.123318,10.444266,-2.04382,2.355589,11.899189,1.02191,7.82887,-4.659217,2.857884,-11.344933,0
7.776908,9.387715,-1.662769,1.801333,11.60474,0.6755,7.395857,-3.689268,2.095781,-11.223689,1
7.82887,10.409625,-1.905256,2.909845,12.661291,1.299038,7.222652,-4.624576,2.753961,-10.91192,0
7.742267,11.050484,-2.320948,2.217025,12.193638,0.6755,7.17069,-3.879794,2.268987,-11.25833,1
6.668396,9.023985,-1.247077,1.316359,12.540048,0.779423,5.958255,-1.766692,1.264397,-10.115177,0
6.304665,9.283792,-1.108513,1.939897,12.678612,0.796743,6.114139,-2.546115,2.078461,-11.362253,0
8.105998,8.937382,-1.108513,2.771281,9.474318,0.710141,8.244562,-5.507922,1.333679,-12.834496,0
5.663806,8.625613,-1.351,1.662769,12.124356,0.571577,5.733088,-1.887935,1.402961,-8.071357,0
8.157959,10.461587,-2.182384,1.801333,12.245599,1.073872,7.776908,-4.070319,3.117691,-11.847228,0
