Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,Source_9,Source_10,Source_11,Source_12,Source_13,Source_14,Source_15,Source_16,Source_17,Source_18,Source_19,Source_20,Source_21,Source_22,Source_23,Source_24,Source_25,Source_26,Source_27,Source_28,Source_29,Source_30,Source_31,Source_32,Source_33,Source_34,Source_35,Source_36,Source_37,Source_38,Source_39,Source_40,yes
-0.024587,0.02196,-0.018037,0.068212,0.007376,0.089607,-0.043146,-0.010974,-0.069994,-0.040187,-0.069576,0.005729,-0.033499,0.036495,-0.020785,-0.023052,-0.000701,-0.039781,0.031626,-0.018161,0.01771,-0.034278,-0.028478,0.002223,0.024387,0.015751,0.026024,0.008901,-0.01252,-0.024524,0.012095,0.006538,-0.043943,0.108953,-0.015543,0.034948,-0.099797,0.050005,-0.012159,0.015663,0.01692,1
-0.011179,-0.05396,0.016408,0.072743,-0.054554,0.059786,0.040353,0.00738,-0.083667,-0.016139,0.0501,0.033009,-0.024164,-0.014122,-0.042465,-0.040986,-0.018667,-0.030864,0.001575,0.043276,0.012742,0.00428,-0.058563,-0.05078,-0.026642,0.042792,-0.034842,-0.069409,-0.01062,0.032912,-0.02281,-0.012804,-0.086883,-0.015997,-0.023044,-0.104088,0.037117,0.021586,-0.032147,-0.032546,0.049197,1
0.011935,0.01276,0.043671,0.03468,0.095052,0.041534,-0.034366,0.060225,0.016967,0.039646,0.049549,0.025149,0.083396,0.056711,0.041146,0.036662,0.011814,0.04465,-0.009225,0.064511,0.023848,-0.045823,-0.028965,-0.083107,-0.048764,-0.018378,0.094297,0.098872,0.006177,0.001894,-0.001084,0.079082,-0.039632,0.015264,0.015385,-0.042988,-0.024184,0.002817,0.033336,-0.046644,0.02897,1
0.102302,0.048686,0.014366,0.034576,-0.040615,-0.124946,-0.056141,-0.048872,-0.033124,-0.006682,-0.014242,-0.006263,0.015393,0.019354,-0.047319,0.03948,-0.020684,-0.040886,0.105688,0.06869,0.095316,0.053456,0.01469,-0.00404,0.000864,0.053939,0.075326,-0.032502,0.012219,0.111417,-0.011001,-0.067585,0.062653,0.016314,-0.068375,0.077219,0.002222,-0.051679,0.053357,-0.073736,0.000154,1
-0.059408,0.029783,0.069603,-0.005639,0.076276,0.01813,-0.049395,-0.059643,-0.083991,-0.005926,0.010814,-0.005119,-0.061941,0.086529,-0.043821,-0.036881,-0.02497,-0.055428,0.029084,-0.031734,-0.003923,-0.042284,0.066394,0.000093,-0.024616,-0.021522,-0.02453,0.022243,-0.07058,0.008288,-0.022555,0.088048,0.051712,0.051905,-0.008637,-0.070648,0.068795,-0.001847,0.012718,0.013367,-0.057283,1
-0.020884,-0.006864,0.002059,0.031504,0.061105,0.026922,0.056397,-0.034915,0.020287,0.03263,-0.037497,0.028384,0.00658,-0.032389,0.071321,-0.006756,-0.037888,0.012767,0.027807,0.034377,0.034033,0.019818,0.085229,0.031651,0.003874,-0.007812,0.045545,-0.004737,0.054195,0.013215,0.094878,-0.030232,-0.051542,0.008566,0.03195,0.027499,-0.047108,0.011307,-0.022635,-0.038648,0.062355,1
-0.006564,0.034978,0.011547,0.081664,0.116519,0.096375,-0.013215,0.067476,0.000375,-0.083222,0.047693,0.027426,-0.049858,-0.055429,-0.076566,0.040553,0.042194,0.02494,-0.074009,0.042853,-0.026743,-0.068592,0.0566,-0.00557,-0.004934,-0.015194,-0.003572,0.036259,0.059904,0.003603,0.052587,-0.021399,-0.061379,0.002509,-0.023002,0.024564,-0.135391,0.030925,0.002919,0.011629,0.076964,1
-0.014739,-0.082976,0.006469,-0.039455,0.006597,-0.104069,0.095235,-0.071197,-0.011814,-0.099503,0.042275,0.035319,-0.102903,-0.071222,0.012803,0.062119,0.033348,0.04231,-0.029204,0.038435,0.034796,0.03155,0.018924,-0.005354,0.076889,-0.019921,0.019342,0.050691,0.036455,-0.051223,0.046007,-0.103959,-0.012895,0.082842,0.051146,0.026186,0.008613,-0.05931,-0.000548,0.005689,0.041956,1
-0.068849,-0.103526,-0.075717,-0.002359,0.036546,0.006897,0.074091,-0.083937,-0.088205,0.121308,0.062501,-0.013135,0.111302,0.033358,-0.08297,-0.035675,-0.022426,-0.01061,0.012366,0.021774,-0.042026,-0.023408,-0.075725,-0.025983,-0.007366,0.062758,-0.00742,-0.04849,0.046998,-0.046886,0.068759,0.02814,0.000345,-0.023883,-0.085607,0.117272,0.077497,-0.008652,0.063913,0.119721,0.013532,0
0.050571,0.037992,-0.006579,-0.054112,-0.048372,0.026508,-0.045111,0.028956,-0.017997,-0.040582,-0.021517,-0.072819,0.052327,0.035986,0.043303,0.006047,-0.0145,-0.001363,-0.074558,0.051475,-0.032019,-0.091888,0.009577,0.065665,0.021813,-0.027241,-0.055463,-0.08183,-0.075365,-0.003338,0.018218,0.079348,-0.022027,0.055518,0.034175,0.069965,0.011995,0.000138,-0.013349,0.067278,-0.025664,1
0.015166,0.038311,0.008025,0.087128,-0.032015,-0.055745,-0.020502,0.037539,-0.046007,-0.00919,-0.063827,0.053155,0.07249,-0.02303,-0.048372,-0.135026,0.064573,0.035759,0.111036,0.046579,0.05105,-0.058729,0.099233,-0.020474,-0.083945,-0.013927,-0.059169,-0.000517,-0.027306,-0.103302,-0.014156,0.049946,0.016779,-0.035209,0.039059,-0.065229,-0.035636,-0.019862,-0.001541,0.029212,-0.005272,1
0.062338,0.007629,0.060336,0.027599,-0.064889,0.034993,-0.006165,0.014669,-0.125255,-0.119751,0.055864,0.061642,0.109144,0.036519,0.09475,0.072407,-0.075324,0.074677,-0.002878,-0.002045,0.00685,0.000556,0.065901,0.072273,0.041633,0.138751,0.053975,0.002445,-0.022703,-0.046406,0.053596,0.200557,0.019674,-0.052733,-0.097571,-0.014869,-0.058379,-0.07897,-0.061415,-0.055596,-0.050874,1
0.126812,-0.000523,0.044256,0.017612,0.007142,0.098196,0.028643,-0.014622,-0.097472,-0.041914,0.027977,0.002976,0.006456,-0.017866,0.0183,0.009161,-0.127016,-0.061047,0.000715,-0.067036,-0.032594,0.095171,-0.005858,0.007552,-0.029456,-0.017546,0.033127,-0.035845,-0.031941,0.047048,0.059189,0.034722,-0.002386,-0.015801,0.025937,-0.039302,0.102424,-0.087379,-0.017924,-0.039127,0.043297,1
0.009357,0.034113,-0.03402,0.065613,-0.006627,-0.015839,-0.039949,-0.051323,0.034445,0.003033,-0.024481,0.073721,0.031406,0.009454,-0.033815,-0.04176,0.051551,-0.064975,-0.042635,-0.051724,0.030725,0.039082,0.08521,-0.050685,-0.026546,-0.004602,0.04291,-0.084318,0.022173,-0.013316,-0.031919,-0.020899,0.022659,0.092047,-0.027797,0.0855,0.03547,0.05387,0.035238,-0.038765,-0.023902,1
-0.004147,0.021302,0.103339,0.018323,0.022859,0.049766,-0.027225,0.009409,-0.087099,-0.025982,0.028883,0.068959,-0.018791,0.02043,0.024403,0.031328,0.053304,0.045668,0.062218,-0.085502,0.043991,-0.05236,-0.022518,0.069291,0.00602,0.105433,0.035131,-0.079361,-0.019279,-0.072204,-0.059601,-0.055957,0.045751,0.14573,-0.02644,-0.005247,0.03919,-0.035612,0.024085,0.050371,-0.016324,1
0.017898,0.038279,0.033679,0.028694,-0.07034,0.00671,0.023043,0.057992,-0.07378,-0.157638,-0.009775,-0.045807,0.055268,0.013907,0.044783,0.030699,-0.144896,-0.008889,0.043621,-0.0975,-0.042955,0.024847,0.052787,0.034026,-0.06208,0.009702,0.060643,0.089288,-0.057449,-0.029593,0.141442,0.040606,-0.012679,-0.114386,-0.05888,-0.030151,0.023178,0.013553,-0.052365,-0.089856,0.031976,0
0.040725,-0.068836,0.091078,0.081536,-0.030454,0.056651,0.009976,0.037791,-0.086876,-0.04082,0.031964,-0.027392,-0.004121,0.028578,0.11242,0.0805,-0.034743,-0.055204,-0.00644,-0.063665,0.006259,-0.005103,0.058293,0.075727,0.033126,0.010256,0.084126,0.062747,0.035766,0.147325,0.041571,0.142475,0.101896,0.017393,-0.021095,-0.086027,0.00275,-0.080514,-0.096174,0.056497,-0.023873,1
0.012092,0.011203,0.095151,0.020196,-0.009621,0.102756,0.003974,0.102375,-0.101562,-0.082763,0.00799,-0.038165,-0.011589,0.099541,-0.01908,0.041939,-0.094522,-0.01318,0.00223,-0.098386,0.111681,0.01183,0.061855,0.090081,-0.012277,-0.016014,-0.004939,0.051421,-0.047667,-0.014103,0.1091,0.022947,-0.018117,-0.079335,0.001107,-0.029259,-0.033193,0.038729,-0.021325,0.01233,0.036234,0
0.044797,0.011295,0.018754,-0.019628,-0.00071,-0.047475,0.09273,-0.036216,-0.152573,-0.005399,0.02424,-0.036875,0.079182,0.003197,-0.000819,0.035906,-0.022096,-0.037101,0.010032,-0.036882,-0.09611,0.134689,-0.018306,0.082977,0.088674,0.055138,0.033531,-0.00853,0.025505,-0.007924,0.102309,-0.002826,0.050295,0.11753,0.008115,-0.041383,0.036425,-0.05971,0.04232,0.042396,0.008048,1
-0.005982,0.023055,0.034267,0.058806,-0.024495,0.054243,-0.034749,0.046152,-0.018784,-0.00602,0.025367,0.030168,-0.001935,0.032329,0.050978,-0.057964,-0.029724,0.061862,-0.037434,0.088594,0.028748,0.040968,0.081317,-0.040147,-0.016975,0.016161,-0.005394,0.003752,0.030596,-0.005433,-0.001983,0.036253,-0.008752,0.062571,-0.024387,0.074905,0.073774,0.014419,-0.066586,-0.009577,0.008966,0
0.018053,-0.02247,0.014033,0.058714,-0.048566,-0.02233,-0.014176,-0.026986,-0.007515,-0.02524,0.034505,-0.000811,0.014957,-0.103587,-0.052966,-0.034693,-0.058455,0.020581,0.159545,0.003523,-0.071686,0.007688,0.053283,-0.014271,-0.067206,0.056,-0.012295,-0.057347,0.009792,-0.077083,0.007527,0.003691,0.061186,-0.002785,0.037465,-0.024827,-0.062827,-0.027845,-0.029723,0.022533,-0.013994,1
-0.050101,-0.031283,-0.006253,-0.048952,-0.023253,0.017367,0.015107,0.20934,0.022797,-0.078701,0.016236,0.060647,-0.050729,0.034615,-0.003831,0.024131,0.059601,-0.070575,-0.076313,-0.025798,-0.1252,0.045905,-0.046965,-0.100027,-0.082099,0.1201,0.009181,0.013339,-0.109753,0.036094,-0.069729,-0.006226,0.055441,-0.011967,0.013606,0.062883,-0.094297,0.043811,0.02009,0.040758,0.008055,1
0.076836,0.016,-0.040518,-0.063009,-0.013033,0.041848,-0.093944,-0.028572,0.016954,-0.047942,-0.029527,-0.056343,0.050118,-0.007243,-0.013211,0.049155,0.007244,-0.059403,-0.065608,0.058564,-0.033359,-0.020094,-0.075707,-0.079596,0.049126,0.027345,-0.040541,-0.031696,-0.017588,-0.039041,0.001137,0.064831,0.005716,0.082805,-0.092719,-0.005412,0.011415,0.022106,-0.044565,-0.004899,0.036124,1
-0.018366,-0.012577,-0.006039,-0.058167,-0.05741,-0.028226,0.045681,-0.010244,0.03023,0.063432,0.029365,0.032751,-0.01223,-0.00007,-0.020767,0.045282,-0.0144,-0.032569,0.072002,0.028774,-0.04812,-0.008972,0.020829,-0.027749,-0.023468,0.086982,0.048872,-0.017828,0.022832,0.023471,0.00194,0.020329,0.051269,0.012414,0.021774,-0.069475,-0.025596,0.017097,0.032503,0.060924,0.065189,1
-0.04149,-0.051676,0.020581,0.169059,-0.063711,0.038088,0.028553,-0.023632,0.049378,-0.017198,0.012859,-0.007925,0.022572,-0.061063,-0.022916,-0.012674,0.014135,-0.090852,-0.023523,-0.024594,0.066328,0.005886,-0.004673,-0.026932,-0.023523,-0.065008,-0.118125,-0.045346,0.035182,0.027057,-0.058019,-0.01131,0.025722,-0.010841,-0.07888,-0.038305,0.004679,-0.068631,-0.116864,0.024747,0.067279,1
-0.008071,0.016576,0.037607,-0.035744,0.00229,0.045245,-0.046098,-0.064355,0.01005,-0.018113,0.026388,-0.036472,0.102546,0.058211,0.052857,-0.066277,-0.079075,0.033437,-0.116761,0.019648,0.003182,0.017049,-0.00058,0.039322,0.025615,0.001068,-0.062136,-0.004487,-0.023649,0.059722,0.150295,0.081239,0.011785,0.049029,0.047981,0.013421,-0.071094,0.031775,0.013298,-0.027945,0.012858,1
-0.021342,0.030751,-0.003679,0.069327,0.005661,0.003115,0.005321,-0.046658,0.065425,0.056938,-0.024607,0.09634,0.107117,0.062165,0.012127,0.017934,0.028002,-0.012068,0.042711,0.006702,-0.049973,0.003045,0.014527,-0.075888,0.010069,0.023093,0.059321,-0.057458,-0.032543,0.00545,0.003519,-0.061202,0.004122,0.029159,-0.023972,-0.024169,-0.00965,-0.003883,0.033735,-0.021513,0.058612,1
-0.068861,-0.048613,0.007323,-0.0526,0.052784,0.021767,0.07192,-0.038736,0.003979,-0.056107,0.072567,-0.014184,0.072569,0.024358,0.050474,0.030559,-0.011298,0.007435,-0.058193,0.053167,-0.104365,-0.00275,-0.023256,-0.020915,0.006096,0.024462,-0.07636,-0.100144,-0.117224,-0.010037,-0.062664,0.073903,0.085824,0.054412,-0.054464,0.015718,-0.123873,0.052087,0.018417,-0.084703,0.038475,1
-0.030422,0.031771,0.012201,0.026216,-0.045954,0.06811,0.086745,-0.052933,-0.027266,0.049311,0.048183,0.009977,0.018982,-0.031728,0.010625,-0.013789,-0.026075,-0.029745,0.062242,-0.020105,-0.028533,-0.00389,-0.013501,-0.03559,-0.03328,0.026255,0.0009,-0.021627,-0.002118,0.039419,-0.001222,0.003859,-0.084782,-0.009814,-0.028192,0.024693,0.052909,-0.000636,0.064247,0.01088,0.081751,1
-0.096939,-0.024923,-0.101015,0.009067,0.000824,-0.011948,0.055606,0.053687,-0.013364,-0.105233,-0.027138,0.02024,0.057237,-0.094639,-0.032201,-0.104085,-0.081751,-0.030813,0.052205,-0.032306,-0.102141,-0.08885,0.051327,-0.002024,-0.004363,0.094604,0.114486,-0.026529,0.003365,0.008328,-0.026696,0.030415,0.092227,-0.083016,0.009202,0.096117,0.009384,-0.076725,-0.030226,0.064241,0.026088,1
0.007815,-0.013509,0.122198,-0.030982,-0.010138,0.024923,-0.117334,0.02275,-0.027842,-0.035901,0.046843,-0.039837,0.06143,0.025018,0.080937,-0.040031,0.00323,0.061017,0.026732,0.031061,-0.028055,0.146491,-0.017168,-0.002497,0.009329,-0.015062,-0.101873,0.02238,0.036981,-0.140704,0.03743,-0.051055,0.094036,0.064557,-0.049247,0.029423,0.03758,0.050468,0.017539,-0.006922,0.137941,1
-0.032494,-0.121397,-0.033722,-0.017868,-0.011784,0.009989,-0.037768,-0.003362,-0.057978,-0.036214,-0.064193,-0.018887,0.076411,0.079195,-0.009993,-0.157325,-0.018828,0.003211,-0.065455,0.070764,0.043678,0.001783,0.077667,-0.001949,0.048098,0.102325,-0.032994,-0.03656,0.028405,0.017241,-0.051839,0.009785,0.081058,0.003646,0.002774,0.12722,0.02935,-0.03119,-0.009785,0.022241,0.037906,1
0.057253,0.044426,-0.075539,0.034453,-0.011093,0.015214,0.039676,-0.035812,0.04251,-0.043043,0.045808,-0.004502,0.005769,0.066612,-0.033658,-0.074368,-0.053021,0.032991,0.017515,-0.034735,0.058937,0.044344,0.062507,-0.038077,-0.040878,-0.020332,-0.111515,0.004368,0.084651,-0.011646,-0.035999,0.005929,-0.006064,0.072005,-0.025516,-0.002482,0.063087,-0.040309,-0.022867,0.000413,0.049621,0
0.053838,-0.024976,-0.083849,0.024098,-0.07116,-0.079437,0.066222,0.057287,-0.042564,0.058878,-0.035051,-0.016781,-0.001862,0.064987,0.042373,0.069822,-0.034694,0.079843,0.013021,0.075134,-0.085351,0.010255,-0.00101,0.06703,0.038395,0.029563,0.024523,0.00809,0.018198,-0.098356,-0.016628,0.054298,0.034751,0.055092,-0.143609,-0.097386,-0.014426,-0.07016,0.035184,0.003191,0.039037,1
-0.025126,-0.116945,-0.019275,0.014835,0.074816,0.034859,-0.022722,-0.055792,-0.044792,-0.036362,-0.03641,-0.059868,0.100296,-0.024268,0.127614,-0.01366,-0.007959,0.01791,-0.105018,0.015164,0.009067,-0.103136,-0.03323,0.060613,0.020535,-0.04706,-0.005249,0.040585,0.06691,0.106257,0.111663,0.056455,0.16883,-0.057501,-0.026016,0.075058,0.015549,0.037438,-0.049085,0.091934,0.01563,1
-0.001423,-0.014773,-0.067524,0.066353,-0.056829,-0.064305,-0.002548,-0.092434,0.033562,-0.129289,-0.015141,0.047867,-0.027801,-0.022798,-0.028627,-0.012978,0.018224,0.065084,0.041747,-0.051068,-0.083684,0.001716,0.086648,0.022776,0.013666,0.078176,-0.027172,-0.018731,-0.011487,0.048152,0.095795,-0.042848,0.007249,-0.045407,-0.00527,0.002543,0.034801,-0.024832,0.012149,0.001073,-0.122217,0
0.041622,-0.008728,0.044756,0.052237,0.021718,-0.042284,0.093008,0.065532,-0.071671,-0.056527,-0.065984,0.034356,-0.008641,0.038883,-0.064808,0.036891,0.003833,-0.00093,-0.032003,0.037274,0.027769,-0.08948,0.030439,-0.074703,0.002289,-0.001062,-0.091895,0.083521,-0.067764,0.040295,0.069168,0.023774,-0.123754,-0.042768,0.022687,-0.062807,-0.004772,0.018817,-0.035394,0.021905,0.105227,0
-0.064631,0.071967,-0.05907,0.032932,-0.055687,0.0634,-0.093778,-0.047786,-0.065592,-0.016244,-0.067302,-0.062828,-0.019912,0.028998,-0.055967,0.037414,-0.00426,0.006168,-0.05055,0.025355,0.070683,-0.00334,0.063751,0.028867,0.012767,0.059819,0.000177,-0.070751,-0.028279,-0.00626,-0.021857,0.049115,-0.118811,0.00401,-0.011965,0.019291,-0.031743,-0.076489,-0.113151,0.063972,0.009382,0
0.129217,-0.027478,0.058067,-0.064445,-0.12293,-0.008616,-0.057247,-0.100155,-0.081766,0.044445,0.080156,0.013195,0.072433,0.044369,-0.006334,-0.042303,-0.050863,0.017511,-0.057046,0.009161,0.011782,0.031758,-0.008341,0.062295,-0.095927,-0.039214,-0.151164,-0.049879,0.021406,-0.046952,0.022972,-0.010881,0.038537,-0.025046,0.004874,-0.036455,0.050742,0.036519,0.09866,-0.038054,-0.006334,0
0.030671,0.036342,0.02204,0.063417,-0.0539,0.032363,-0.001971,0.012966,-0.130151,-0.046161,0.004914,-0.028033,-0.02638,-0.02722,-0.007604,0.001422,-0.085144,0.014576,-0.01125,-0.025212,0.007652,0.039684,-0.035652,0.022215,-0.088978,0.003629,-0.067248,-0.008045,-0.045942,-0.001037,-0.042268,-0.062873,-0.069226,-0.064591,-0.017221,-0.028686,0.014902,0.074322,0.004895,0.03343,0.01986,0
-0.021913,0.101771,-0.065372,0.060223,0.030639,0.020657,0.017333,-0.013652,0.042024,-0.046072,-0.027306,0.057276,0.060922,0.084942,-0.001468,0.001949,0.047137,-0.06406,-0.008708,0.037178,-0.003967,0.018796,0.034553,-0.031122,0.04295,0.046712,-0.027504,0.021218,0.116852,0.011574,0.004567,0.014826,0.010021,-0.023429,-0.031152,-0.017756,-0.047471,0.038,0.05899,-0.045055,0.073992,1
0.043434,-0.066681,-0.099894,-0.01381,0.028215,-0.054801,0.073589,0.009649,-0.061892,-0.076518,-0.028533,-0.092092,0.089761,0.024316,-0.029172,-0.018772,-0.10807,0.040197,-0.009769,-0.052928,0.012539,-0.026861,0.069857,-0.016397,-0.011604,0.038464,-0.041562,-0.02633,0.00884,0.00635,-0.104159,0.009652,0.024504,-0.03502,-0.005195,0.128691,0.019372,-0.012428,-0.017695,0.084832,0.108536,1
-0.001839,-0.008579,-0.019266,0.023863,-0.072999,-0.118155,-0.007031,0.033237,-0.015934,-0.064846,-0.01996,0.082957,-0.056103,0.106963,0.094479,-0.093313,0.028117,0.034707,-0.103369,0.01036,-0.075264,0.040477,0.061212,-0.028791,-0.025413,-0.03951,-0.087115,0.037401,-0.025604,-0.030898,0.013894,-0.032325,0.045315,0.012955,-0.029395,0.044485,-0.020926,0.056413,0.089384,-0.006349,0.024033,1
0.029245,0.003372,0.093015,-0.00854,-0.024758,0.068467,-0.044213,-0.021685,-0.047379,-0.019389,-0.008153,-0.065687,0.02835,0.079253,-0.008105,-0.008999,-0.075827,-0.028077,0.003383,0.011452,0.063779,0.050002,0.089375,-0.03466,0.077339,0.032223,0.005064,0.016613,-0.049299,-0.00159,0.076292,0.01936,0.033622,0.036886,0.022235,-0.012686,0.000086,-0.101633,-0.056821,0.005785,0.012892,0
-0.030004,-0.087882,-0.008001,0.041149,0.019121,0.051166,0.040754,0.004422,-0.045306,-0.030487,-0.014595,0.103077,0.04097,0.06448,-0.108201,-0.042641,-0.080126,0.010563,-0.000383,-0.003051,0.064213,-0.165727,-0.057745,-0.013824,0.001086,0.024329,0.062043,0.028145,-0.003872,-0.020921,-0.025929,-0.128622,0.053813,-0.018892,-0.036772,0.001205,0.053663,-0.007661,0.00731,0.011391,0.041092,1
0.030061,-0.151992,-0.020405,-0.071712,-0.068326,-0.11993,-0.086549,-0.016615,-0.065155,0.02445,-0.038271,-0.030247,0.091907,0.105353,0.016727,-0.05422,-0.063475,0.05198,-0.024974,0.093657,-0.029692,0.030088,0.097777,-0.039726,-0.031864,-0.0119,0.016494,0.052909,0.074873,-0.08424,-0.025057,-0.139941,0.151373,-0.07553,-0.016103,0.029151,0.017328,0.048731,0.027972,-0.045225,0.098491,0
0.01192,-0.064079,-0.012767,0.032822,0.104159,-0.03062,-0.056574,-0.018524,-0.117582,0.00283,0.003682,-0.0399,0.028428,-0.051327,0.006537,-0.017622,-0.074382,0.012435,0.004351,-0.014772,-0.060574,-0.087343,-0.086754,-0.135445,0.090905,-0.013647,0.047146,0.001092,0.005766,0.030075,-0.029668,0.017844,0.067491,-0.087622,-0.011848,-0.05022,0.089731,0.027883,0.060186,0.066963,0.03592,0
-0.058855,-0.089018,-0.000263,0.023598,0.070315,0.015088,-0.047445,0.024746,-0.046924,0.021273,-0.01832,0.123129,0.067005,0.048954,-0.053314,-0.100467,-0.075957,-0.053673,-0.011682,-0.018753,0.039531,-0.071285,0.018087,0.014123,0.028585,0.058195,0.082558,0.06227,0.067234,-0.010446,-0.086243,-0.050901,0.004643,-0.012994,-0.027335,0.035286,-0.042278,-0.043672,-0.012698,0.058417,0.02387,1
-0.015005,-0.020741,-0.043318,-0.00814,0.13942,0.016472,0.069694,-0.050512,-0.00078,-0.008967,-0.036094,0.103541,0.032452,-0.047761,-0.000758,0.060936,-0.015355,0.037961,0.004269,0.051624,-0.01826,0.026333,0.044446,0.050915,-0.047599,0.014368,-0.03763,-0.006892,0.001546,0.032456,-0.055336,-0.03287,-0.007575,-0.002193,-0.045171,-0.064054,-0.04689,0.086066,-0.073737,-0.07051,0.011689,1
-0.03748,-0.017847,0.046225,-0.033873,-0.058542,0.033627,0.044662,0.046291,0.013552,0.03751,0.020378,-0.033146,0.058258,-0.12708,0.0202,-0.075165,-0.044766,-0.073528,-0.074571,0.01536,-0.055254,-0.000765,0.053404,0.070347,-0.00917,0.019094,0.038641,-0.015011,-0.009045,0.103969,-0.058378,-0.04466,-0.073709,-0.014403,0.0557,0.025778,-0.081205,-0.003974,0.080755,-0.075531,0.029335,1
-0.057378,0.042494,-0.049722,0.034481,0.052505,-0.056854,0.007116,-0.017716,-0.037618,-0.034005,-0.022395,0.01267,-0.070636,-0.006221,0.000771,0.02195,-0.028359,0.012898,0.142827,0.084491,0.008986,0.009072,-0.029709,0.063577,0.044649,-0.09227,-0.023014,-0.069705,-0.045226,0.11267,0.017812,0.002958,0.047649,-0.041927,-0.067484,0.066838,0.011094,0.004269,-0.005864,-0.079848,0.021666,1
0.086289,-0.01223,0.075745,-0.030586,-0.037055,0.041805,-0.022229,0.006843,-0.094553,-0.090026,0.005861,-0.056484,0.025925,0.020944,0.027032,-0.046683,0.001853,-0.161351,-0.030113,0.023627,-0.017566,0.051224,-0.046249,-0.019988,0.061251,0.017703,-0.046908,0.013358,-0.034914,-0.033509,-0.018694,-0.00734,0.083661,0.010566,-0.001996,0.016424,-0.062742,0.038131,0.127863,-0.020901,-0.019569,1
0.020197,0.048543,-0.069039,0.025686,-0.006658,-0.014479,-0.045389,-0.052012,0.054045,0.021813,-0.095206,0.009214,0.004657,0.010718,0.057579,0.003911,-0.07194,-0.021015,0.016242,0.083303,-0.08364,0.040032,-0.054926,-0.025492,-0.030576,-0.013052,-0.012639,0.029047,0.025888,0.00454,-0.020213,-0.025006,-0.046033,0.014888,0.061001,0.032313,0.074801,-0.052906,-0.017186,-0.026275,0.015174,1
0.000528,0.008555,-0.021226,-0.049453,-0.071531,0.083579,-0.03338,0.022814,0.000866,0.024655,-0.045199,-0.032839,-0.005254,-0.001565,-0.078945,-0.013121,0.014512,0.013166,0.019692,0.017425,0.054428,0.016163,0.02373,0.010366,-0.01317,-0.021463,0.027394,0.050395,-0.034733,0.019625,0.017424,0.079191,0.044487,0.050786,0.084821,0.054283,-0.004493,0.016803,0.034391,0.048693,0.012036,1
0.04723,-0.072787,0.007785,-0.032917,-0.048511,0.05685,0.131903,0.009795,-0.091861,-0.056956,0.087621,-0.11211,0.015423,-0.034377,0.021948,-0.037512,-0.006856,-0.034101,-0.046243,0.120514,-0.02074,-0.030568,-0.005981,-0.032272,-0.043765,0.021409,-0.087251,-0.066275,0.063755,0.021691,0.033167,0.0447,-0.025819,0.031856,0.061565,0.030099,-0.070042,0.055854,0.036166,-0.14056,0.105847,1
0.00741,-0.048136,0.001368,-0.003853,-0.035495,-0.001166,-0.051754,-0.017417,0.040331,0.032956,-0.06114,-0.089106,0.028924,-0.049596,-0.054622,0.008691,-0.010323,-0.080858,0.041371,-0.015546,-0.007429,0.037927,0.055441,-0.014813,0.050611,-0.047134,0.022811,0.021725,0.01492,0.00718,0.002189,0.034058,-0.04089,0.030355,0.03644,0.049302,-0.035904,0.041232,0.051806,-0.038089,0.06619,1
0.00532,0.048054,0.006238,-0.055679,0.010731,0.045273,0.016782,0.036912,0.041176,0.016316,-0.005873,-0.013425,-0.022595,-0.040156,-0.038399,0.032947,-0.037523,-0.043747,0.054185,0.00124,0.083641,0.064109,0.05537,-0.031128,0.036356,0.047712,-0.064402,0.032686,0.041024,-0.039808,-0.01937,0.015155,0.054761,-0.052306,0.017479,-0.00121,-0.033194,-0.050412,-0.022696,0.085821,0.036863,1
0.066673,-0.061213,0.032796,0.00795,0.006814,0.127462,-0.056866,0.063411,-0.063285,0.071545,-0.025049,-0.045583,-0.012437,-0.034498,0.047103,-0.051743,0.060457,0.015785,0.122731,0.029643,-0.019879,0.018185,0.030018,0.014497,-0.015476,-0.053199,0.005531,-0.033214,-0.00584,-0.031373,-0.043077,-0.023696,-0.025271,0.01566,0.027393,0.016521,0.018796,-0.026107,0.045277,0.006462,0.01974,1
0.049987,-0.008415,-0.030685,-0.100323,-0.025831,0.098654,-0.010165,0.00782,-0.067935,0.011646,-0.012919,0.030928,0.021654,0.049546,0.028299,-0.044819,0.024993,-0.054879,0.031356,-0.054434,0.037337,-0.023406,-0.013415,0.006273,0.043025,-0.042414,0.022474,0.054247,-0.005068,0.007085,0.023772,-0.08166,-0.014792,0.072158,0.012204,-0.021788,-0.040571,-0.00337,-0.007732,0.010698,-0.08407,1
0.050011,0.101771,-0.008474,-0.043985,-0.039555,-0.041284,0.042643,0.014558,0.015428,-0.053045,-0.064116,0.071172,-0.024354,0.046737,-0.037292,-0.017241,-0.039963,0.041037,-0.131175,-0.016381,-0.018821,0.02523,-0.018255,0.001382,-0.042023,-0.06783,0.046578,-0.100371,0.052537,0.013669,-0.013935,0.071144,0.041938,-0.0131,0.031761,-0.12039,-0.026586,-0.047677,-0.068513,0.062866,-0.014973,1
